CNN19980227.2130.0067_24|Freeh also ordered the investigation consolidate information under the Atlanta task force , another indication officials suspect a link between all the bombings .|2|ordered|POS|NONE|VERB|PAST|NONE|I_ACTION
CNN19980227.2130.0067_24|Freeh also ordered the investigation consolidate information under the Atlanta task force , another indication officials suspect a link between all the bombings .|4|investigation|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
CNN19980227.2130.0067_24|Freeh also ordered the investigation consolidate information under the Atlanta task force , another indication officials suspect a link between all the bombings .|22|bombings|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
CNN19980227.2130.0067_24|Freeh also ordered the investigation consolidate information under the Atlanta task force , another indication officials suspect a link between all the bombings .|16|suspect|POS|NONE|VERB|PRESENT|NONE|I_STATE
wsj_0781_6|Hewlett announced last week that it planned to ship a computer based on the 486 chip early next year .|1|announced|POS|NONE|VERB|PAST|NONE|I_ACTION
wsj_0781_6|Hewlett announced last week that it planned to ship a computer based on the 486 chip early next year .|8|ship|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
wsj_0781_6|Hewlett announced last week that it planned to ship a computer based on the 486 chip early next year .|6|planned|POS|NONE|VERB|PAST|NONE|I_STATE
ABC19980120.1830.0957_21|At the end of the broadcast this evening , one more trip around Havana to see what it s been like since the last time .||||||||No Class
wsj_0781_5|Bugs like this are just a normal part of product development , said Richard Archuleta , director of Hewlett-Packard Co. s advanced systems development .|14|said|POS|NONE|VERB|PAST|NONE|REPORTING
ea980120.1830.0456_0|The Pentagon said today it will re-examine the question are the remains inside the Tomb of the Unknown from the Vietnam War , in fact , known ?|26|known|POS|NONE|ADJECTIVE|PRESENT|NONE|OCCURRENCE
ea980120.1830.0456_0|The Pentagon said today it will re-examine the question are the remains inside the Tomb of the Unknown from the Vietnam War , in fact , known ?|2|said|POS|NONE|VERB|PAST|NONE|REPORTING
ea980120.1830.0456_0|The Pentagon said today it will re-examine the question are the remains inside the Tomb of the Unknown from the Vietnam War , in fact , known ?|6|re-examine|POS|NONE|VERB|FUTURE|NONE|I_ACTION
ea980120.1830.0456_1|CBS News first reported last night that the tomb may contain the remains of Air Force pilot Michael Blassie .|10|contain|POS|may|VERB|NONE|NONE|OCCURRENCE
ea980120.1830.0456_1|CBS News first reported last night that the tomb may contain the remains of Air Force pilot Michael Blassie .|3|reported|POS|NONE|VERB|PAST|NONE|REPORTING
ea980120.1830.0456_2|There was a suspicion the body was Blassie because his uniform and ID card were found near the body in Vietnam .|15|found|POS|NONE|VERB|PAST|NONE|OCCURRENCE
ea980120.1830.0456_2|There was a suspicion the body was Blassie because his uniform and ID card were found near the body in Vietnam .|6|was|POS|NONE|OTHER|PAST|NONE|STATE
wsj_0781_1|Computer experts familiar with the flaws , found in Intel s 80486 chip , say the defects do n t affect the average user and are likely to be cleared up before most computers using the chip as their brains appear on the market sometime next year .|42|appear|POS|NONE|VERB|PRESENT|NONE|OCCURRENCE
wsj_0781_1|Computer experts familiar with the flaws , found in Intel s 80486 chip , say the defects do n t affect the average user and are likely to be cleared up before most computers using the chip as their brains appear on the market sometime next year .|20|affect|NEG|NONE|VERB|PRESENT|NONE|STATE
wsj_0781_1|Computer experts familiar with the flaws , found in Intel s 80486 chip , say the defects do n t affect the average user and are likely to be cleared up before most computers using the chip as their brains appear on the market sometime next year .|14|say|POS|NONE|VERB|PRESENT|NONE|REPORTING
wsj_0781_1|Computer experts familiar with the flaws , found in Intel s 80486 chip , say the defects do n t affect the average user and are likely to be cleared up before most computers using the chip as their brains appear on the market sometime next year .|29|cleared|POS|none|VERB|INFINITIVE|NONE|OCCURRENCE
PRI19980303.2000.2550_25|Virginia Welch delivered this message to the county board of supervisors .|2|delivered|POS|NONE|VERB|PAST|NONE|REPORTING
PRI19980303.2000.2550_24|But opponents said the school might be a target for terrorist attacks , complained about its tax exempt status , and wondered why the Saudis are not compelled to allow Christians to worship in their country .|11|attacks|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
PRI19980303.2000.2550_24|But opponents said the school might be a target for terrorist attacks , complained about its tax exempt status , and wondered why the Saudis are not compelled to allow Christians to worship in their country .|13|complained|POS|NONE|VERB|PAST|NONE|I_ACTION
PRI19980303.2000.2550_24|But opponents said the school might be a target for terrorist attacks , complained about its tax exempt status , and wondered why the Saudis are not compelled to allow Christians to worship in their country .|27|compelled|NEG|NONE|VERB|PRESENT|NONE|I_ACTION
PRI19980303.2000.2550_24|But opponents said the school might be a target for terrorist attacks , complained about its tax exempt status , and wondered why the Saudis are not compelled to allow Christians to worship in their country .|21|wondered|POS|NONE|VERB|PAST|NONE|I_ACTION
PRI19980303.2000.2550_24|But opponents said the school might be a target for terrorist attacks , complained about its tax exempt status , and wondered why the Saudis are not compelled to allow Christians to worship in their country .|32|worship|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
PRI19980303.2000.2550_24|But opponents said the school might be a target for terrorist attacks , complained about its tax exempt status , and wondered why the Saudis are not compelled to allow Christians to worship in their country .|29|allow|POS|NONE|VERB|INFINITIVE|NONE|I_ACTION
PRI19980303.2000.2550_24|But opponents said the school might be a target for terrorist attacks , complained about its tax exempt status , and wondered why the Saudis are not compelled to allow Christians to worship in their country .|2|said|POS|NONE|VERB|PAST|NONE|REPORTING
PRI19980303.2000.2550_27|Loudon county officials say they ll rule on the application based only on land use issues and ignore all the other objections .|3|say|POS|NONE|VERB|PRESENT|NONE|REPORTING
PRI19980303.2000.2550_27|Loudon county officials say they ll rule on the application based only on land use issues and ignore all the other objections .|17|ignore|POS|NONE|VERB|FUTURE|NONE|I_ACTION
PRI19980303.2000.2550_27|Loudon county officials say they ll rule on the application based only on land use issues and ignore all the other objections .|6|rule|POS|NONE|VERB|FUTURE|NONE|OCCURRENCE
PRI19980303.2000.2550_26|I urge you to do the right thing and send a message to the Saudis that the citizens of Loudon county embrace religious and human freedom .|1|urge|POS|NONE|VERB|PRESENT|NONE|I_ACTION
PRI19980303.2000.2550_26|I urge you to do the right thing and send a message to the Saudis that the citizens of Loudon county embrace religious and human freedom .|9|send|POS|NONE|VERB|PRESENT|NONE|I_ACTION
PRI19980303.2000.2550_26|I urge you to do the right thing and send a message to the Saudis that the citizens of Loudon county embrace religious and human freedom .|4|do|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
PRI19980303.2000.2550_26|I urge you to do the right thing and send a message to the Saudis that the citizens of Loudon county embrace religious and human freedom .|21|embrace|POS|NONE|VERB|PRESENT|NONE|STATE
wsj_0586_48|1547.1 1550.9 + 8.9 @ France . . . ........... . . .||||||||No Class
PRI19980303.2000.2550_20|That s correct .||||||||No Class
PRI19980303.2000.2550_23|We do not further the purpose of human rights in the world by violating the human rights under our own constitution .|3|further|NEG|NONE|VERB|PRESENT|NONE|OCCURRENCE
PRI19980303.2000.2550_23|We do not further the purpose of human rights in the world by violating the human rights under our own constitution .|13|violating|POS|NONE|VERB|PRESPART|NONE|OCCURRENCE
PRI19980303.2000.2550_22|That is a condition of- At a public hearing on the Islamic Saudi Academy s application , the split in county opinion was obvious , supporters of the academy , including Ann Robinson , said the Saudis were just providing a service and it was unfair to penalize children .|39|providing|POS|NONE|VERB|PAST|NONE|OCCURRENCE
PRI19980303.2000.2550_22|That is a condition of- At a public hearing on the Islamic Saudi Academy s application , the split in county opinion was obvious , supporters of the academy , including Ann Robinson , said the Saudis were just providing a service and it was unfair to penalize children .|47|penalize|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
PRI19980303.2000.2550_22|That is a condition of- At a public hearing on the Islamic Saudi Academy s application , the split in county opinion was obvious , supporters of the academy , including Ann Robinson , said the Saudis were just providing a service and it was unfair to penalize children .|45|unfair|POS|NONE|ADJECTIVE|PAST|NONE|I_STATE
PRI19980303.2000.2550_22|That is a condition of- At a public hearing on the Islamic Saudi Academy s application , the split in county opinion was obvious , supporters of the academy , including Ann Robinson , said the Saudis were just providing a service and it was unfair to penalize children .|34|said|POS|NONE|VERB|PAST|NONE|REPORTING
PRI19980303.2000.2550_22|That is a condition of- At a public hearing on the Islamic Saudi Academy s application , the split in county opinion was obvious , supporters of the academy , including Ann Robinson , said the Saudis were just providing a service and it was unfair to penalize children .|18|split|POS|NONE|NOUN|NONE|NONE|STATE
PRI19980303.2000.2550_22|That is a condition of- At a public hearing on the Islamic Saudi Academy s application , the split in county opinion was obvious , supporters of the academy , including Ann Robinson , said the Saudis were just providing a service and it was unfair to penalize children .|8|hearing|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
wsj_0586_44|@ % This @ Oct 25 Oct 24 Year @ U.S. . . . ............. . . .||||||||No Class
wsj_0586_45|315.2 316.4 +23.1 @ Britain . . . .......... . . .||||||||No Class
wsj_0586_46|646.4 643.1 +18.4 @ Canada . . . ........... . . .||||||||No Class
wsj_0586_47|426.9 426.4 +16.3 @ Japan . . . ............ . . .||||||||No Class
PRI19980303.2000.2550_29|According to the Arab American institute , Islam will one day be the second largest religion in the country .|0|According|POS|NONE|VERB|PRESPART|NONE|I_STATE
wsj_0586_41|Here are price trends on the world s major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .|13|calculated|POS|NONE|VERB|PASTPART|NONE|OCCURRENCE
wsj_0586_42|To make them directly comparable , each index is based on the close of 1969 equaling 100 .||||||||No Class
wsj_0586_43|The percentage change is since year-end .|2|change|POS|NONE|NOUN|NONE|NONE|STATE
wsj_0527_8|Crossland recorded an additional $20 million in loan loss reserves in the third quarter .|1|recorded|POS|NONE|VERB|PAST|NONE|I_ACTION
wsj_0527_9|Net interest income for the third quarter declined to $35.6 million from $70.1 million a year ago .||||||||No Class
wsj_0527_0|Crossland Savings Bank s stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7 . In composite trading on the New York Stock Exchange Friday , Crossland closed at $5.25 , down $1.875 , a 26% decline .|8|recommended|POS|NONE|VERB|PAST|NONE|I_ACTION
wsj_0527_0|Crossland Savings Bank s stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7 . In composite trading on the New York Stock Exchange Friday , Crossland closed at $5.25 , down $1.875 , a 26% decline .|5|plummeted|POS|NONE|VERB|PAST|NONE|OCCURRENCE
wsj_0527_0|Crossland Savings Bank s stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7 . In composite trading on the New York Stock Exchange Friday , Crossland closed at $5.25 , down $1.875 , a 26% decline .|25|meet|NEG|may|VERB|NONE|NONE|I_STATE
wsj_0527_0|Crossland Savings Bank s stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7 . In composite trading on the New York Stock Exchange Friday , Crossland closed at $5.25 , down $1.875 , a 26% decline .|47|closed|POS|NONE|VERB|PAST|NONE|OCCURRENCE
wsj_0527_0|Crossland Savings Bank s stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7 . In composite trading on the New York Stock Exchange Friday , Crossland closed at $5.25 , down $1.875 , a 26% decline .|10|suspension|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
wsj_0527_1|A spokesman said the savings bank may not qualify for the capital requirements because , under the proposed guidelines , its $380 million of preferred stock does n t meet the core capital criteria outlined under the new Financial Institutions Reform , Recovery and Enforcement Act of 1989 .|8|qualify|NEG|may|VERB|NONE|NONE|I_STATE
wsj_0527_1|A spokesman said the savings bank may not qualify for the capital requirements because , under the proposed guidelines , its $380 million of preferred stock does n t meet the core capital criteria outlined under the new Financial Institutions Reform , Recovery and Enforcement Act of 1989 .|2|said|POS|NONE|VERB|PAST|NONE|REPORTING
wsj_0527_1|A spokesman said the savings bank may not qualify for the capital requirements because , under the proposed guidelines , its $380 million of preferred stock does n t meet the core capital criteria outlined under the new Financial Institutions Reform , Recovery and Enforcement Act of 1989 .|29|meet|NEG|NONE|VERB|PRESENT|NONE|I_STATE
wsj_0527_2|He added that final guidelines to be published in early November will determine whether the bank is in compliance .|1|added|POS|NONE|VERB|PAST|NONE|REPORTING
wsj_0527_2|He added that final guidelines to be published in early November will determine whether the bank is in compliance .|12|determine|POS|NONE|VERB|FUTURE|NONE|OCCURRENCE
wsj_0527_2|He added that final guidelines to be published in early November will determine whether the bank is in compliance .|7|published|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
wsj_0527_3|Crossland said it retained three investment bankers to assist it in developing and implementing a financial restructuring plan .|1|said|POS|NONE|VERB|PAST|NONE|REPORTING
wsj_0527_3|Crossland said it retained three investment bankers to assist it in developing and implementing a financial restructuring plan .|8|assist|POS|NONE|VERB|INFINITIVE|NONE|I_ACTION
wsj_0527_3|Crossland said it retained three investment bankers to assist it in developing and implementing a financial restructuring plan .|3|retained|POS|NONE|VERB|PAST|NONE|OCCURRENCE
wsj_0527_3|Crossland said it retained three investment bankers to assist it in developing and implementing a financial restructuring plan .|13|implementing|POS|NONE|VERB|PRESPART|NONE|I_ACTION
wsj_0527_3|Crossland said it retained three investment bankers to assist it in developing and implementing a financial restructuring plan .|11|developing|POS|NONE|VERB|PRESPART|NONE|I_ACTION
wsj_0527_4|It would n t identify the bankers .|4|identify|NEG|would|VERB|NONE|NONE|OCCURRENCE
wsj_0527_5|Additionally , Crossland reported a third-quarter loss of $175.5 million , or $13.44 a share , compared with net income of $27.1 million , or $1.16 a share , a year ago .|3|reported|POS|NONE|VERB|PAST|NONE|REPORTING
wsj_0527_5|Additionally , Crossland reported a third-quarter loss of $175.5 million , or $13.44 a share , compared with net income of $27.1 million , or $1.16 a share , a year ago .|6|loss|POS|NONE|NOUN|NONE|NONE|STATE
wsj_0527_6|A major factor in the third-quarter loss was the write-down of $143.6 million of goodwill .|6|loss|POS|NONE|NOUN|NONE|NONE|STATE
wsj_0527_7|The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and , consequently , to write down the asset value of some previous acquisitions .|19|write|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
wsj_0527_7|The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and , consequently , to write down the asset value of some previous acquisitions .|10|revise|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
wsj_0527_7|The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and , consequently , to write down the asset value of some previous acquisitions .|2|said|POS|NONE|VERB|PAST|NONE|REPORTING
wsj_0527_7|The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and , consequently , to write down the asset value of some previous acquisitions .|7|caused|POS|NONE|VERB|PAST|NONE|OCCURRENCE
WSJ900813-0157_4|Mr. Baker declined to use the word blockade , but said that interdiction of Iraqi shipments would begin almost instantly .|10|said|POS|NONE|VERB|PAST|NONE|REPORTING
WSJ900813-0157_4|Mr. Baker declined to use the word blockade , but said that interdiction of Iraqi shipments would begin almost instantly .|13|interdiction|POS|NONE|NOUN|NONE|NONE|I_ACTION
WSJ900813-0157_4|Mr. Baker declined to use the word blockade , but said that interdiction of Iraqi shipments would begin almost instantly .|17|shipments|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
WSJ900813-0157_4|Mr. Baker declined to use the word blockade , but said that interdiction of Iraqi shipments would begin almost instantly .|19|begin|POS|would|VERB|NONE|NONE|ASPECTUAL
WSJ900813-0157_4|Mr. Baker declined to use the word blockade , but said that interdiction of Iraqi shipments would begin almost instantly .|2|declined|POS|NONE|VERB|PAST|NONE|OCCURRENCE
WSJ900813-0157_4|Mr. Baker declined to use the word blockade , but said that interdiction of Iraqi shipments would begin almost instantly .|4|use|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
CNN19980227.2130.0067_23|And this week , FBI director Louie Freeh assigned more agents to the search .|8|assigned|POS|NONE|VERB|PAST|NONE|OCCURRENCE
CNN19980227.2130.0067_23|And this week , FBI director Louie Freeh assigned more agents to the search .|13|search|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
CNN19980227.2130.0067_22|An intense manhunt conducted by the FBI and the bureau of alcohol , tobacco and firearms continues for Rudolph in the wilderness of western north Carolina .|2|manhunt|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
CNN19980227.2130.0067_22|An intense manhunt conducted by the FBI and the bureau of alcohol , tobacco and firearms continues for Rudolph in the wilderness of western north Carolina .|16|continues|POS|NONE|VERB|PRESENT|NONE|ASPECTUAL
CNN19980227.2130.0067_21|Army of god letters claim responsibility for the Atlanta abortion clinic bombing , a nineteen ninety-seven attack on a gay lounge and the Birmingham assault .|11|bombing|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
CNN19980227.2130.0067_21|Army of god letters claim responsibility for the Atlanta abortion clinic bombing , a nineteen ninety-seven attack on a gay lounge and the Birmingham assault .|24|assault|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
CNN19980227.2130.0067_21|Army of god letters claim responsibility for the Atlanta abortion clinic bombing , a nineteen ninety-seven attack on a gay lounge and the Birmingham assault .|4|claim|POS|NONE|VERB|PRESENT|NONE|I_ACTION
CNN19980227.2130.0067_21|Army of god letters claim responsibility for the Atlanta abortion clinic bombing , a nineteen ninety-seven attack on a gay lounge and the Birmingham assault .|16|attack|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
CNN19980227.2130.0067_20|Army of god is a secret organization that hates abortion providers , homosexuals and the US government .||||||||No Class
CNN19980227.2130.0067_27|The reason , they remember Richard Jewell .|4|remember|POS|NONE|VERB|PRESENT|NONE|OCCURRENCE
CNN19980227.2130.0067_26|Publicly , they are unwilling to make any sweeping assertion .|9|assertion|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
CNN19980227.2130.0067_26|Publicly , they are unwilling to make any sweeping assertion .|4|unwilling|POS|NONE|ADJECTIVE|PRESENT|NONE|I_STATE
CNN19980227.2130.0067_26|Publicly , they are unwilling to make any sweeping assertion .|6|make|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
wsj_0781_8|Likewise , AST Research Inc. and Sun Microsystems Inc. said the bugs wo n t delay their development of 486-based machines .|9|said|POS|NONE|VERB|PAST|NONE|REPORTING
wsj_0781_8|Likewise , AST Research Inc. and Sun Microsystems Inc. said the bugs wo n t delay their development of 486-based machines .|15|delay|NEG|NONE|VERB|FUTURE|NONE|I_ACTION
wsj_0781_8|Likewise , AST Research Inc. and Sun Microsystems Inc. said the bugs wo n t delay their development of 486-based machines .|17|development|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
wsj_0781_9|We have n t modified our schedules in any way , said a Sun spokesman .|13|said|POS|NONE|VERB|PAST|NONE|REPORTING
wsj_0781_9|We have n t modified our schedules in any way , said a Sun spokesman .|5|modified|NEG|NONE|VERB|PRESENT|PERFECTIVE|OCCURRENCE
ea980120.1830.0456_4|Blassie s mother now wants the remains in the tomb tested for DNA .|10|tested|POS|NONE|VERB|PASTPART|NONE|OCCURRENCE
ea980120.1830.0456_4|Blassie s mother now wants the remains in the tomb tested for DNA .|4|wants|POS|NONE|VERB|PRESENT|NONE|I_STATE
wsj_0781_7|These bugs do n t affect our schedule at all , he said .|14|said|POS|NONE|VERB|PAST|NONE|REPORTING
wsj_0781_7|These bugs do n t affect our schedule at all , he said .|6|affect|NEG|NONE|VERB|PRESENT|NONE|STATE
wsj_0781_4|But while International Business Machines Corp. and Compaq Computer Corp. say the bugs will delay products , most big computer makers said the flaws do n t affect them .|10|say|POS|NONE|VERB|PRESENT|NONE|REPORTING
wsj_0781_4|But while International Business Machines Corp. and Compaq Computer Corp. say the bugs will delay products , most big computer makers said the flaws do n t affect them .|27|affect|NEG|NONE|VERB|PRESENT|NONE|STATE
wsj_0781_4|But while International Business Machines Corp. and Compaq Computer Corp. say the bugs will delay products , most big computer makers said the flaws do n t affect them .|14|delay|POS|NONE|VERB|FUTURE|NONE|I_ACTION
wsj_0781_4|But while International Business Machines Corp. and Compaq Computer Corp. say the bugs will delay products , most big computer makers said the flaws do n t affect them .|21|said|POS|NONE|VERB|PAST|NONE|REPORTING
CNN19980227.2130.0067_28|pierre thomas , CNN , Washington .||||||||No Class
wsj_0781_2|Intel said that last week a customer discovered two flaws in its 80486 microprocessor chip s floating-point unit , a set of circuits that do certain calculations .|1|said|POS|NONE|VERB|PAST|NONE|REPORTING
wsj_0781_2|Intel said that last week a customer discovered two flaws in its 80486 microprocessor chip s floating-point unit , a set of circuits that do certain calculations .|7|discovered|POS|NONE|VERB|PAST|NONE|OCCURRENCE
wsj_0781_3|On Friday , Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations .|11|cause|POS|NONE|VERB|PRESENT|NONE|OCCURRENCE
wsj_0781_3|On Friday , Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations .|15|give|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
wsj_0781_3|On Friday , Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations .|5|notifying|POS|NONE|VERB|PRESPART|NONE|I_ACTION
wsj_0781_3|On Friday , Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations .|4|began|POS|NONE|VERB|PAST|NONE|ASPECTUAL
wsj_0781_0|Intel Corp. s most powerful computer chip has flaws that could delay several computer makers marketing efforts , but the bugs are n t expected to hurt Intel and most computer makers .|11|delay|POS|could|VERB|NONE|NONE|I_ACTION
wsj_0781_0|Intel Corp. s most powerful computer chip has flaws that could delay several computer makers marketing efforts , but the bugs are n t expected to hurt Intel and most computer makers .|27|expected|NEG|NONE|VERB|PRESENT|NONE|I_STATE
wsj_0781_0|Intel Corp. s most powerful computer chip has flaws that could delay several computer makers marketing efforts , but the bugs are n t expected to hurt Intel and most computer makers .|17|efforts|POS|NONE|NOUN|NONE|NONE|OCCURRENCE
wsj_0781_0|Intel Corp. s most powerful computer chip has flaws that could delay several computer makers marketing efforts , but the bugs are n t expected to hurt Intel and most computer makers .|7|has|POS|NONE|VERB|PRESENT|NONE|STATE
wsj_0781_0|Intel Corp. s most powerful computer chip has flaws that could delay several computer makers marketing efforts , but the bugs are n t expected to hurt Intel and most computer makers .|29|hurt|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
ea980120.1830.0456_3|But subsequently , they were lost .|5|lost|POS|NONE|VERB|PAST|NONE|OCCURRENCE
wsj_0781_29|That s a break from Compaq tradition , because the company does n t announce products until they re actually at the dealers .||||||||No Class
wsj_0781_28|Compaq , which said it discovered the bugs , still plans to announce new 486 products on Nov. 6 . Because of the glitch , however , the company said it does n t know when its machine will be commercially available .|10|plans|POS|NONE|VERB|PRESENT|NONE|I_STATE
wsj_0781_28|Compaq , which said it discovered the bugs , still plans to announce new 486 products on Nov. 6 . Because of the glitch , however , the company said it does n t know when its machine will be commercially available .|12|announce|POS|NONE|VERB|INFINITIVE|NONE|OCCURRENCE
wsj_0781_28|Compaq , which said it discovered the bugs , still plans to announce new 486 products on Nov. 6 . Because of the glitch , however , the company said it does n t know when its machine will be commercially available .|29|said|POS|NONE|VERB|PAST|NONE|REPORTING
